source,NMR Similarity Metric,Ratio Setting,Top 1,Top 3,Top 5,Top 10,Tani@1,Tani@3,Tani@5,Tani@10
evaluation_NMRBank_1000_10_5_rmse_0010,RMSE,"(0, 0, 1)",0.474,0.565,0.606,0.666,0.6885,0.7419,0.7616,0.7842
evaluation_NMRBank_1000_10_5_rmse_0100,RMSE,"(0, 1, 0)",0.447,0.603,0.662,0.701,0.7014,0.7558,0.7758,0.7941
evaluation_NMRBank_1000_10_5_rmse_1000,RMSE,"(1, 0, 0)",0.52,0.648,0.678,0.698,0.7308,0.7727,0.7827,0.7918
evaluation_NMRBank_1000_10_5_rmse_217,RMSE,"(0.2, 0.1, 0.7)",0.542,0.64,0.668,0.702,0.7387,0.7759,0.7849,0.7963
evaluation_NMRBank_1000_10_5_rmse_280,RMSE,"(0.2, 0.8, 0)",0.508,0.657,0.683,0.712,0.7373,0.7779,0.789,0.8001
evaluation_NMRBank_1000_10_5_rmse_316,RMSE,"(0.3, 0.1, 0.6)",0.547,0.661,0.691,0.714,0.7413,0.7817,0.7916,0.7995
evaluation_NMRBank_1000_10_5_rmse_460,RMSE,"(0.4, 0.6, 0)",0.547,0.671,0.693,0.715,0.7529,0.7857,0.7934,0.8019
evaluation_NMRBank_1000_10_5_rmse_613,RMSE,"(0.6, 0.1, 0.3)",0.59,0.685,0.7,0.717,0.7531,0.7858,0.7922,0.7992
evaluation_NMRBank_1000_10_5_rmse_631,RMSE,"(0.6, 0.3, 0.1)",0.602,0.686,0.705,0.717,0.7622,0.7893,0.7968,0.8012
evaluation_NMRBank_1000_10_5_rmse_640,RMSE,"(0.6, 0.4, 0)",0.557,0.675,0.695,0.716,0.7594,0.7863,0.7954,0.8015
evaluation_NMRBank_1000_10_5_rmse_712,RMSE,"(0.7, 0.1, 0.2)",0.596,0.682,0.702,0.715,0.755,0.7859,0.7925,0.7981
evaluation_NMRBank_1000_10_5_rmse_721,RMSE,"(0.7, 0.2, 0.1)",0.593,0.68,0.701,0.718,0.7535,0.7854,0.7928,0.8003
evaluation_NMRBank_1000_10_5_rmse_811,RMSE,"(0.8, 0.1, 0.1)",0.584,0.679,0.698,0.711,0.748,0.7831,0.791,0.7962
evaluation_NMRBank_1000_10_5_rmse_820,RMSE,"(0.8, 0.2, 0)",0.55,0.663,0.688,0.712,0.7498,0.7806,0.7906,0.7982
evaluation_NMRBank_1000_10_5_set_match_score_0010,Set Match Score,"(0, 0, 1)",0.474,0.565,0.606,0.666,0.6892,0.7424,0.7616,0.7842
evaluation_NMRBank_1000_10_5_set_match_score_0100,Set Match Score,"(0, 1, 0)",0.46,0.609,0.663,0.703,0.7098,0.7625,0.7813,0.7983
evaluation_NMRBank_1000_10_5_set_match_score_1000,Set Match Score,"(1, 0, 0)",0.534,0.67,0.691,0.707,0.7441,0.7795,0.7875,0.7953
evaluation_NMRBank_1000_10_5_set_match_score_217,Set Match Score,"(0.2, 0.1, 0.7)",0.512,0.596,0.632,0.674,0.722,0.7601,0.7742,0.7892
evaluation_NMRBank_1000_10_5_set_match_score_280,Set Match Score,"(0.2, 0.8, 0)",0.512,0.655,0.681,0.712,0.74,0.7797,0.7885,0.8025
evaluation_NMRBank_1000_10_5_set_match_score_316,Set Match Score,"(0.3, 0.1, 0.6)",0.517,0.606,0.641,0.676,0.7259,0.7636,0.7754,0.7897
evaluation_NMRBank_1000_10_5_set_match_score_460,Set Match Score,"(0.4, 0.6, 0)",0.539,0.669,0.687,0.716,0.7513,0.7862,0.7926,0.8033
evaluation_NMRBank_1000_10_5_set_match_score_613,Set Match Score,"(0.6, 0.1, 0.3)",0.534,0.639,0.667,0.699,0.7365,0.7747,0.7853,0.7958
evaluation_NMRBank_1000_10_5_set_match_score_631,Set Match Score,"(0.6, 0.3, 0.1)",0.559,0.67,0.702,0.719,0.7517,0.7853,0.7963,0.8013
evaluation_NMRBank_1000_10_5_set_match_score_640,Set Match Score,"(0.6, 0.4, 0)",0.554,0.674,0.695,0.717,0.7567,0.7853,0.7943,0.8031
evaluation_NMRBank_1000_10_5_set_match_score_712,Set Match Score,"(0.7, 0.1, 0.2)",0.547,0.655,0.682,0.704,0.7425,0.7795,0.7886,0.7969
evaluation_NMRBank_1000_10_5_set_match_score_721,Set Match Score,"(0.7, 0.2, 0.1)",0.563,0.673,0.7,0.717,0.7529,0.7852,0.7943,0.8
evaluation_NMRBank_1000_10_5_set_match_score_811,Set Match Score,"(0.8, 0.1, 0.1)",0.559,0.671,0.695,0.715,0.7485,0.7844,0.7917,0.7982
evaluation_NMRBank_1000_10_5_set_match_score_820,Set Match Score,"(0.8, 0.2, 0)",0.551,0.674,0.696,0.714,0.7552,0.7851,0.7921,0.799
nmr2mol,-,-,0.437,0.566,0.595,0.638,0.6689,0.7343,0.7512,0.7756
